Name,Distance,Magnitude,Type,Year,Detection,Mass,Radius
Kepler-910 b,1306.0,11.44,Terrestrial,2016,Transit,0.47700000000000004,0.82
Kepler-911 b,1814.0,11.767000000000001,Neptune-like,2016,Transit,7.27,2.5519999999999996
Kepler-912 b,6539.0,15.668,Neptune-like,2016,Transit,8.25,2.75
Kepler-913 b,3235.0,15.522,Super Earth,2016,Transit,4.9,2.06
Kepler-913 c,3235.0,15.522,Neptune-like,2021,Transit,14.2,3.784
Kepler-914 b,2459.0,13.667,Super Earth,2016,Transit,2.48,1.38
Kepler-915 b,2770.0,13.314,Super Earth,2016,Transit,2.86,1.5
Kepler-916 b,2710.0,15.363,Super Earth,2016,Transit,3.75,1.76
Kepler-917 b,11288.0,15.895999999999999,Super Earth,2016,Transit,4.31,1.91
Kepler-918 b,3344.0,15.064,Super Earth,2016,Transit,3.68,1.74
Kepler-919 b,3653.0,14.806,Neptune-like,2016,Transit,5.69,2.2110000000000003
Kepler-91 b,4223.0,12.712,Gas Giant,2013,Transit,257.4423,15.036999999999999
Kepler-920 b,3267.0,15.492,Neptune-like,2016,Transit,6.44,2.3760000000000003
Kepler-920 c,3267.0,15.492,Neptune-like,2016,Transit,13.8,3.7289999999999996
Kepler-921 b,3048.0,14.852,Neptune-like,2016,Transit,8.6,2.816
Kepler-922 b,1749.0,13.863,Super Earth,2016,Transit,2.6,1.42
Kepler-923 b,3263.0,14.124,Super Earth,2016,Transit,2.48,1.38
Kepler-924 b,3435.0,14.293,Neptune-like,2016,Transit,9.64,3.014
Kepler-925 b,1993.0,16.025,Neptune-like,2016,Transit,6.08,2.299
Kepler-926 b,3005.0,14.431,Neptune-like,2016,Transit,5.95,2.266
Kepler-927 b,2713.0,14.817,Super Earth,2016,Transit,3.61,1.72
Kepler-928 b,1660.0,15.585999999999999,Super Earth,2016,Transit,3.15,1.59
Kepler-929 b,4277.0,14.738,Super Earth,2016,Transit,1.41,1.11
Kepler-92 b,1559.0,11.671,Gas Giant,2013,Transit,64.20165999999999,3.443
Kepler-92 c,1559.0,11.671,Neptune-like,2013,Transit,6.1,2.5519999999999996
Kepler-92 d,1559.0,11.671,Super Earth,2015,Transit,4.93,2.0669999999999997
Kepler-930 b,2767.0,13.89,Neptune-like,2016,Transit,5.18,2.13
Kepler-931 b,1598.0,14.642999999999999,Super Earth,2016,Transit,2.33,1.33
Kepler-932 b,1519.0,14.308,Super Earth,2016,Transit,2.45,1.37
Kepler-933 b,3318.0,15.614,Neptune-like,2016,Transit,6.62,2.409
Kepler-934 b,1986.0,15.238,Super Earth,2016,Transit,5.02,2.09
Kepler-935 b,1539.0,15.01,Super Earth,2016,Transit,2.39,1.35
Kepler-936 b,2686.0,14.84,Super Earth,2016,Transit,2.7,1.45
Kepler-937 b,5126.0,15.405,Neptune-like,2016,Transit,13.4,3.652
Kepler-937 c,5126.0,15.405,Neptune-like,2016,Transit,7.61,2.6180000000000003
Kepler-938 b,3856.0,15.148,Neptune-like,2016,Transit,5.56,2.22
Kepler-939 b,6829.0,15.652999999999999,Super Earth,2016,Transit,3.71,1.75
Kepler-93 b,313.0,9.996,Super Earth,2014,Transit,4.5442599999999995,1.569
Kepler-940 b,4113.0,15.727,Neptune-like,2016,Transit,11.1,3.278
Kepler-941 b,3550.0,15.802999999999999,Neptune-like,2016,Transit,9.69,3.0250000000000004
Kepler-942 b,706.0,13.25,Neptune-like,2016,Transit,5.18,2.13
Kepler-943 b,7504.0,15.76,Neptune-like,2016,Transit,29.5,5.819
Kepler-944 b,4402.0,15.636,Neptune-like,2016,Transit,7.41,2.585
Kepler-945 b,5386.0,15.599,Neptune-like,2016,Transit,7.41,2.585
Kepler-946 b,3710.0,15.011,Super Earth,2016,Transit,4.38,1.93
Kepler-947 b,5646.0,16.064,Neptune-like,2016,Transit,5.82,2.233
Kepler-948 b,2831.0,14.811,Super Earth,2016,Transit,4.08,1.85
Kepler-949 b,1586.0,14.718,Neptune-like,2016,Transit,8.8,2.8600000000000003
Kepler-94 b,626.0,13.071,Neptune-like,2014,Transit,10.84,3.443
Kepler-94 c,626.0,13.071,Gas Giant,2014,Radial Velocity,3126.17588,12.21
Kepler-950 b,7051.0,16.0,Gas Giant,2016,Transit,59.752039999999994,8.811
Kepler-951 b,1248.0,14.841,Neptune-like,2016,Transit,26.7,5.489
Kepler-952 b,4254.0,15.323,Gas Giant,2016,Transit,45.449690000000004,7.502000000000001
Kepler-953 b,845.0,11.870999999999999,Neptune-like,2016,Transit,16.5,4.136
Kepler-953 c,845.0,11.870999999999999,Super Earth,2016,Transit,1.81,1.19
Kepler-954 b,704.0,13.095,Neptune-like,2016,Transit,5.99,2.2769999999999997
Kepler-955 b,1795.0,14.734000000000002,Neptune-like,2016,Transit,9.96,3.0689999999999995
Kepler-956 b,1778.0,13.387,Neptune-like,2016,Transit,9.27,2.9480000000000004
Kepler-957 b,2690.0,15.833,Neptune-like,2016,Transit,25.9,5.401
Kepler-958 b,1467.0,13.91,Super Earth,2016,Transit,4.9,2.06
Kepler-959 b,2635.0,12.606,Neptune-like,2016,Transit,17.6,4.301
Kepler-95 b,1454.0,12.382,Neptune-like,2014,Transit,13.0,3.355
Kepler-960 b,929.0,14.127,Neptune-like,2016,Transit,5.86,2.2439999999999998
Kepler-961 b,1873.0,14.204,Neptune-like,2016,Transit,7.04,2.497
Kepler-962 b,1342.0,13.68,Super Earth,2016,Transit,4.54,1.97
Kepler-963 b,2517.0,15.091,Neptune-like,2016,Transit,7.56,2.6069999999999998
Kepler-964 b,1483.0,14.061,Neptune-like,2016,Transit,5.14,2.12
Kepler-965 b,1901.0,13.488,Neptune-like,2016,Transit,11.4,3.322
Kepler-966 b,3353.0,14.731,Neptune-like,2016,Transit,16.0,4.048
Kepler-967 b,1855.0,14.702,Neptune-like,2016,Transit,6.12,2.31
Kepler-967 c,1855.0,14.702,Neptune-like,2016,Transit,12.9,3.5860000000000003
Kepler-968 b,947.0,14.626,Super Earth,2016,Transit,4.66,2.0
Kepler-968 c,947.0,14.626,Super Earth,2016,Transit,3.5,1.69
Kepler-969 b,1273.0,13.865,Super Earth,2016,Transit,4.94,2.07
Kepler-969 c,1273.0,13.865,Terrestrial,2016,Transit,0.937,0.99
Kepler-96 b,401.0,10.568,Neptune-like,2014,Transit,8.46,2.6180000000000003
Kepler-970 b,1081.0,15.21,Neptune-like,2016,Transit,7.31,2.563
Kepler-971 b,1104.0,13.482999999999999,Neptune-like,2016,Transit,5.18,2.13
Kepler-972 b,3908.0,15.084000000000001,Neptune-like,2016,Transit,19.5,4.5649999999999995
Kepler-973 b,1072.0,13.478,Super Earth,2016,Transit,4.5,1.96
Kepler-974 b,438.0,15.295,Super Earth,2016,Transit,3.09,1.57
Kepler-975 b,1390.0,14.633,Super Earth,2016,Transit,2.79,1.48
Kepler-976 b,3302.0,15.860999999999999,Neptune-like,2016,Transit,14.9,3.883
Kepler-977 b,1855.0,14.754000000000001,Neptune-like,2016,Transit,7.37,2.574
Kepler-978 b,2226.0,13.513,Neptune-like,2016,Transit,9.22,2.9370000000000003
Kepler-979 b,1881.0,14.882,Neptune-like,2016,Transit,7.85,2.673
Kepler-97 b,1308.0,12.994000000000002,Super Earth,2014,Transit,3.51,1.48
Kepler-980 b,3136.0,14.220999999999998,Neptune-like,2016,Transit,7.61,2.6180000000000003
Kepler-981 b,2864.0,14.875,Neptune-like,2016,Transit,5.95,2.266
Kepler-982 b,2614.0,13.099,Neptune-like,2016,Transit,5.69,2.2110000000000003
Kepler-983 b,2330.0,14.1125,Neptune-like,2016,Transit,6.17,2.321
Kepler-984 b,1501.0,13.599,Neptune-like,2016,Transit,5.14,2.12
Kepler-985 b,2216.0,14.904000000000002,Neptune-like,2016,Transit,9.17,2.926
Kepler-986 b,1789.0,13.69,Neptune-like,2016,Transit,6.17,2.321
Kepler-987 b,2982.0,15.171,Neptune-like,2016,Transit,10.7,3.2010000000000005
Kepler-988 b,995.0,15.578,Super Earth,2016,Transit,4.94,2.07
Kepler-989 b,1605.0,14.717,Neptune-like,2016,Transit,5.52,2.21
Kepler-98 b,1143.0,12.995999999999999,Neptune-like,2014,Transit,3.55,1.99
Kepler-990 b,2617.0,14.716,Neptune-like,2016,Transit,7.27,2.5519999999999996
Kepler-990 c,2617.0,14.716,Super Earth,2016,Transit,2.96,1.53
Kepler-991 b,1271.0,15.626,Neptune-like,2016,Transit,6.99,2.497
Kepler-992 b,847.0,13.557,Super Earth,2016,Transit,3.26,1.62
Kepler-993 b,1058.0,16.608,Neptune-like,2016,Transit,9.11,2.915
Kepler-994 b,614.0,15.046,Super Earth,2016,Transit,3.19,1.6
Kepler-995 b,1989.0,15.173,Neptune-like,2016,Transit,7.75,2.6510000000000002
Kepler-996 b,3968.0,14.717,Super Earth,2016,Transit,4.58,1.98
Kepler-997 b,1525.0,11.520999999999999,Super Earth,2016,Transit,2.42,1.36
Kepler-998 b,3218.0,14.463,Neptune-like,2016,Transit,5.99,2.2769999999999997
Kepler-999 b,1778.0,12.364,Neptune-like,2016,Transit,6.08,2.299
Kepler-99 b,680.0,13.206,Super Earth,2014,Transit,6.15,1.48
Kepler-9 b,2049.0,13.922,Gas Giant,2010,Transit,43.3996865,8.14
Kepler-9 c,2049.0,13.922,Neptune-like,2010,Transit,29.9,7.931
Kepler-9 d,2049.0,13.922,Super Earth,2010,Transit,3.33,1.64
KIC 10068024 b,2352.0,13.144,Gas Giant,2021,Orbital Brightness Modulation,635.66,13.09
KIC 10525077 b,4766.0,15.592,Neptune-like,2015,Transit,25.9,5.401
KIC 3526061 b,1309.0,10.372,Gas Giant,2022,Radial Velocity,5768.6145,11.88
KIC 3558849 b,3966.0,14.32,Neptune-like,2015,Transit,38.1,6.776
KIC 5095269 b,3877.0,13.595,Gas Giant,2017,Eclipse Timing Variations,2445.0661899999996,12.43
KIC 5437945 b,4156.0,13.834000000000001,Neptune-like,2015,Transit,33.6,6.281000000000001
KIC 5479689 b,1484.0,13.929,Gas Giant,2021,Orbital Brightness Modulation,158.915,13.97
KIC 5951458 b,2423.0,12.835999999999999,Neptune-like,2015,Transit,35.4,6.478999999999999
KIC 7917485 b,4511.0,13.165999999999999,Gas Giant,2016,Pulsation Timing Variations,3750.3940000000002,12.100000000000001
KIC 8121913 b,2307.0,12.38,Gas Giant,2021,Orbital Brightness Modulation,667.443,13.09
KIC 8540376 b,3498.0,14.411,Neptune-like,2015,Transit,15.8,4.026
KIC 8540376 c,3498.0,14.411,Neptune-like,2015,Transit,6.35,2.354
KIC 9663113 b,5202.0,14.027000000000001,Neptune-like,2015,Transit,19.2,4.51
KOI-1257 b,2140.0,14.818,Gas Giant,2014,Transit,460.85349999999994,10.34
KOI-12 b,1303.0,11.51,Gas Giant,2015,Transit,349.613,13.53
KOI-13 b,1693.0,9.791,Gas Giant,2011,Transit,2949.4623999999994,16.631999999999998
KOI-142 b,1229.0,13.209000000000001,Neptune-like,2013,Transit,9.5,3.377
KOI-142 c,1229.0,13.209000000000001,Gas Giant,2013,Transit,214.21742,13.75
KOI-1599.01,3691.0,14.795,Super Earth,2019,Transit,4.6,1.9
KOI-1599.02,3691.0,14.795,Super Earth,2019,Transit,9.0,1.9
KOI-1783.01,2824.0,13.978,Gas Giant,2020,Transit,71.00004369999999,8.690000000000001
KOI-1783.02,2824.0,13.978,Neptune-like,2020,Transit,15.0,5.335
KOI-1831 d,1636.0,14.222000000000001,Super Earth,2021,Transit,2.23,1.13
KOI-1833 d,947.0,14.626,Super Earth,2021,Transit,11.02,2.5300000000000002
KOI-3503 b,2894.0,13.831,Super Earth,2021,Transit,9.2,1.19
KOI-3503 c,2894.0,13.831,Super Earth,2021,Transit,10.36,1.21
KOI-3680 b,3008.0,14.616,Gas Giant,2018,Transit,613.4119,10.89
KOI-4777.01,562.0,16.413,Gas Giant,2014,Transit,99.20109959999999,0.51
KOI-55 b,4016.0,15.154000000000002,Terrestrial,2011,Orbital Brightness Modulation,0.44,0.759
KOI-55 c,4016.0,15.154000000000002,Terrestrial,2011,Orbital Brightness Modulation,0.655,0.867
KOI-7368 b,864.0,12.969000000000001,Neptune-like,2022,Transit,5.56,2.22
KOI-7913 b,885.0,14.23,Neptune-like,2022,Transit,6.08,2.299
KOI-94 b,1556.0,12.314,Super Earth,2013,Transit,10.5,1.71
KOI-94 c,1556.0,12.314,Neptune-like,2013,Transit,15.6,4.235
KOI-94 d,1556.0,12.314,Gas Giant,2013,Transit,106.15521999999999,11.055
KOI-94 e,1556.0,12.314,Neptune-like,2013,Transit,35.0,6.435
KOI-984 b,824.0,12.795,Neptune-like,2022,Transit,17.1,4.224
KOI-984 c,824.0,12.795,Gas Giant,2022,Transit Timing Variations,209.79958299999998,13.75
KPS-1 b,857.0,12.97,Gas Giant,2018,Transit,346.4347,11.33
L 168-9 b,82.0,11.005,Super Earth,2020,Transit,4.6,1.39
L 98-59 b,35.0,11.685,Terrestrial,2019,Transit,0.4,0.85
L 98-59 c,35.0,11.685,Super Earth,2019,Transit,2.22,1.385
L 98-59 d,35.0,11.685,Super Earth,2019,Transit,1.94,1.521
L 98-59 e,35.0,11.685,Super Earth,2021,Radial Velocity,3.06,1.56
LHS 1140 b,49.0,14.15,Super Earth,2017,Transit,6.38,1.635
LHS 1140 c,49.0,14.15,Super Earth,2018,Transit,1.76,1.169
LHS 1478 b,59.0,13.304,Super Earth,2021,Transit,2.33,1.242
LHS 1678 b,65.0,12.6,Terrestrial,2021,Transit,0.35,0.696
LHS 1678 c,65.0,12.6,Super Earth,2021,Transit,1.4,0.982
LHS 1815 b,97.0,12.167,Super Earth,2020,Transit,8.7,1.088
LHS 3844 b,49.0,15.24,Super Earth,2019,Transit,2.25,1.3030000000000002
LP 714-47 b,172.0,12.492,Neptune-like,2020,Transit,30.8,4.609
LP 791-18 b,86.0,16.91,Super Earth,2019,Transit,1.46,1.12
LP 791-18 c,86.0,16.91,Neptune-like,2019,Transit,5.95,2.266
LP 890-9 b,106.0,18.0,Super Earth,2022,Transit,13.2,1.32
LP 890-9 c,106.0,18.0,Super Earth,2022,Transit,25.3,1.367
LSPM J2116+0234 b,58.0,11.960999999999999,Neptune-like,2019,Radial Velocity,13.3,3.641
LTT 1445 A b,22.0,10.59,Super Earth,2019,Transit,2.87,1.305
LTT 1445 A c,22.0,10.59,Super Earth,2022,Transit,1.54,1.147
LTT 3780 b,72.0,13.14,Super Earth,2020,Transit,2.62,1.3319999999999999
LTT 3780 c,72.0,13.14,Super Earth,2020,Transit,8.6,2.255
LTT 9779 b,262.0,9.79,Neptune-like,2020,Transit,29.32,4.631
Lupus-TR-3 b,2523.0,19.6202,Gas Giant,2007,Transit,257.4423,9.790000000000001
MASCARA-1 b,595.0,8.28,Gas Giant,2017,Transit,1175.971,17.567
MASCARA-4 b,557.0,8.191,Gas Giant,2020,Transit,985.273,16.830000000000002
MOA-2010-BLG-117L b,11417.0,24.3,Gas Giant,2018,Gravitational Microlensing,171.6282,13.97
MOA-bin-29 b,23225.0,44.61,Gas Giant,2019,Gravitational Microlensing,190.69799999999998,13.86
Mu Leonis b,106.0,3.86648,Gas Giant,2014,Radial Velocity,762.7919999999999,12.979999999999999
NGC 2682 Sand 364 b,2666.0,9.616,Gas Giant,2014,Radial Velocity,2126.2827,12.43
NGC 2682 Sand 978 b,2681.0,9.814,Gas Giant,2017,Radial Velocity,692.8694,13.09
NGC 2682 YBP 1194 b,2847.0,14.569,Gas Giant,2014,Radial Velocity,101.7056,12.100000000000001
NGC 2682 YBP 1514 b,2982.0,14.684000000000001,Gas Giant,2014,Radial Velocity,127.132,13.75
NGC 2682 YBP 401 b,2710.0,13.699000000000002,Gas Giant,2016,Radial Velocity,146.2018,13.97
NGTS-10 b,1059.0,14.505999999999998,Gas Giant,2020,Transit,687.1484599999999,13.255
NGTS-11 b,621.0,12.456,Gas Giant,2020,Transit,109.33351999999998,8.987
NGTS-12 b,1456.0,12.382,Gas Giant,2020,Transit,66.10864000000001,11.528
NGTS-13 b,2112.0,12.744000000000002,Gas Giant,2021,Transit,1538.2972,12.562000000000001
NGTS-14 A b,1051.0,13.267999999999999,Neptune-like,2021,Transit,29.24036,4.884
NGTS-15 b,2566.0,14.669,Gas Giant,2021,Transit,238.69032999999996,12.100000000000001
NGTS-16 b,2930.0,14.529000000000002,Gas Giant,2021,Transit,211.99261,14.3
NGTS-17 b,3393.0,14.412,Gas Giant,2021,Transit,242.82211999999998,13.64
NGTS-18 b,3576.0,14.588,Gas Giant,2021,Transit,129.99247,13.309999999999999
NGTS-1 b,712.0,15.667,Gas Giant,2017,Transit,258.07796,14.63
NGTS-20 b,1249.0,11.232999999999999,Gas Giant,2022,Transit,947.1333999999999,11.770000000000001
NGTS-21 b,1934.0,15.505999999999998,Gas Giant,2022,Transit,750.0787999999999,14.63
NGTS-23 b,3506.0,14.126,Gas Giant,2022,Transit,194.82978999999997,13.937000000000001
NGTS-24 b,2228.0,13.214,Gas Giant,2022,Transit,165.2716,13.354
NGTS-25 b,1700.0,14.333,Gas Giant,2022,Transit,203.09337,11.252999999999998
NGTS-2 b,1163.0,10.789000000000001,Gas Giant,2018,Transit,235.1942,17.544999999999998
NGTS-3 A b,2427.0,14.669,Gas Giant,2018,Transit,756.4354,16.28
NGTS-4 b,915.0,13.138,Neptune-like,2019,Transit,20.6,3.1239999999999997
NGTS-5 b,1001.0,13.789000000000001,Gas Giant,2019,Transit,72.78307,12.495999999999999
NGTS-6 b,1006.0,14.237,Gas Giant,2019,Transit,425.57437,14.585999999999999
NGTS-8 b,1399.0,13.69,Gas Giant,2019,Transit,295.5819,11.99
NGTS-9 b,1987.0,12.868,Gas Giant,2019,Transit,921.7069999999999,11.770000000000001
NN Serpentis c,1683.0,16.942999999999998,Gas Giant,2010,Eclipse Timing Variations,2329.6938999999998,12.43
NN Serpentis d,1683.0,16.942999999999998,Gas Giant,2010,Eclipse Timing Variations,731.0089999999999,13.09
NSVS 14256825 b,2678.0,13.296,Gas Giant,2019,Eclipse Timing Variations,4497.2945,12.100000000000001
Nu Octantis A b,69.0,3.73,Gas Giant,2016,Radial Velocity,762.7919999999999,12.979999999999999
Nu Ophiuchi b,151.0,3.31216,Gas Giant,2012,Radial Velocity,7057.73298,11.770000000000001
Nu Ophiuchi c,151.0,3.31216,Gas Giant,2012,Radial Velocity,7838.32346,11.770000000000001
NY Virginis b,1775.0,13.495999999999999,Gas Giant,2011,Eclipse Timing Variations,731.0089999999999,13.09
NY Virginis c,1775.0,13.495999999999999,Gas Giant,2019,Eclipse Timing Variations,1760.7782,12.54
OGLE-2005-BLG-169L b,13374.0,22.783,Neptune-like,2006,Gravitational Microlensing,14.1,3.7729999999999997
OGLE-2007-BLG-349L AB c,9003.0,24.73,Gas Giant,2016,Gravitational Microlensing,80.00098929999999,10.472000000000001
OGLE-2007-BLG-368L b,19246.0,17.71,Neptune-like,2009,Gravitational Microlensing,20.0,4.631
OGLE-2012-BLG-0026L b,13110.0,20.66,Gas Giant,2012,Gravitational Microlensing,46.08534999999999,7.568
OGLE-2012-BLG-0026L c,13110.0,20.66,Gas Giant,2012,Gravitational Microlensing,273.3338,13.64
OGLE-2013-BLG-0911L b,10504.0,26.42,Gas Giant,2019,Gravitational Microlensing,3022.5633,12.32
OGLE-2017-BLG-0406L b,16962.0,26.1,Gas Giant,2020,Gravitational Microlensing,130.31029999999998,13.97
OGLE-2018-BLG-0740L b,10438.0,18.21,Gas Giant,2019,Gravitational Microlensing,1525.5839999999998,12.649999999999999
OGLE-2018-BLG-1185L b,24139.0,29.3,Neptune-like,2021,Gravitational Microlensing,8.4,2.783
OGLE2-TR-L9 b,5309.0,14.718,Gas Giant,2008,Transit,1430.235,17.71
OGLE-TR-10 b,4387.0,16.006,Gas Giant,2004,Transit,197.0546,13.75
OGLE-TR-111 b,3485.0,16.707,Gas Giant,2004,Transit,174.8065,11.209000000000001
OGLE-TR-113 b,1848.0,15.8485,Gas Giant,2004,Transit,400.4658,12.023
OGLE-TR-132 b,6565.0,16.535999999999998,Gas Giant,2004,Transit,375.03939999999994,13.2
OGLE-TR-182 b,8161.0,16.9195,Gas Giant,2007,Transit,321.00829999999996,12.43
